address,cover_alt,cover_src,description,latitude,link,longitude,price,price_currency,price_for,price_specification,recommended_unit,recommended_bed,score,score_aggregate,score_reviews,suburb,title
"35-47 City Road, Southbank, 3006 Melbourne, Australia","Holiday Inn Express Melbourne Southbank, an IHG Hotel",https://cf.bstatic.com/xdata/images/hotel/square600/548299710.webp?k=fe1bfe55a040689ab0be6046c77544b94d18667b4873378c9702488338569cad&o=,"Ideally located in the Southbank district of Melbourne, Holiday Inn Express Melbourne Southbank is located 1.7 km from Rod Laver Arena, 1.9 km from Block Arcade Melbourne and 800 metres from National Gallery of Victoria. Offering a restaurant, the property also has a fitness centre and a bar. The property is non-smoking and is set 500 metres from Eureka Tower.

All guest rooms come with air conditioning, a TV with satellite channels, a fridge, a kettle, a shower, a hair dryer and a desk. At the hotel all rooms include a private bathroom.

Guest can enjoy a free Express Start breakfast.

Popular points of interest near the accommodation include Melbourne Arts Centre, Crown Casino Melbourne and St Paul's Cathedral. The nearest airport is Avalon Airport, 56 km from Holiday Inn Express Melbourne Southbank.

Holiday Inn Express Melbourne Southbanks holds a 5.5-star NABERS Energy rating with GreenPower.",-37.82181870,https://www.booking.com/hotel/au/holiday-inn-express-melbourne-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=88&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=500448703_169348323_2_1_0_32435&highlighted_blocks=500448703_169348323_2_1_0_32435&matching_block_id=500448703_169348323_2_1_0_32435&sr_pri_blocks=500448703_169348323_2_1_0_32435_38160&from_sustainable_property_sr=1&from=searchresults,144.96582190,382,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Room,Beds: 1 double or 2 singles,8.4,Very,3221,"Southbank, Melbourne","Holiday Inn Express Melbourne Southbank, an IHG Hotel"
"57 - 61 City Road Southbank, Southbank, 3006 Melbourne, Australia",Oaks Melbourne Southbank Suites,https://cf.bstatic.com/xdata/images/hotel/square600/239898700.webp?k=70ffd51466063b2e28d39aee5954c0d19764bb99ce6cec1b4cdb197746b50edd&o=,"Guests at Oaks Melbourne Southbank Suites are within walking distance of Melbourne’s vibrant dining and shopping districts. These stylish modern apartments are air-conditioned and offer kitchen facilities.

Oaks Melbourne Southbank Suites is 100 metres from Eureka Tower and 200 metres from Southbank Promenade. Flinders Street Station and Federation Square are 10 minutes’ walk away. The property is 18 minutes' drive from Flemington Racecourse for Melbourne Cup Day/Spring Racing Carnival and 25 minutes’ walk from Emporium Melbourne shopping district.

Each spacious apartment offers a flat-screen TV and a private modern bathroom.

The nearest airport is Melbourne Airport, 20 km from the property.",-37.82162341,https://www.booking.com/hotel/au/oaks-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=89&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=180310103_265580233_2_0_0&highlighted_blocks=180310103_265580233_2_0_0&matching_block_id=180310103_265580233_2_0_0&sr_pri_blocks=180310103_265580233_2_0_0__54900&from_sustainable_property_sr=1&from=searchresults,144.96597843,549,AUD,"1 night, 1 adult",Includes taxes and charges,One-Bedroom Apartment with View,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•42m²,8.1,Very,3723,"Southbank, Melbourne",Oaks Melbourne Southbank Suites
"267 Flinders Lane, 3000 Melbourne, Australia",Punthill Apartment Hotel - Flinders Lane,https://cf.bstatic.com/xdata/images/hotel/square600/262407289.webp?k=c8a96a9e13698991ad567393d0fdf78107d4ffc91b416e8eb2beff9081e4bf55&o=,"Punthill Hotel offers stylish accommodation in Melbourne CBD. Located in the vibrant shopping and dining district of Flinders Lane, all apartments include a  fully equipped kitchen and a flat-screen TV with satellite channels.

Punthill Apartment Hotel Flinders Lane is just a 10-minute walk from the National Gallery of Victoria and the Eureka Skydeck. Melbourne Aquarium and the Botanical Gardens are less than 20 minutes’ walk.

All air-conditioned apartments feature en suite bathrooms and are serviced daily. Each apartment comes with spacious seating and dining areas and a CD player.",-37.81695139,https://www.booking.com/hotel/au/punt-hill-flinders-lane.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=3768101_295800415_2_0_0&highlighted_blocks=3768101_295800415_2_0_0&matching_block_id=3768101_295800415_2_0_0&sr_pri_blocks=3768101_295800415_2_0_0__64000&from_sustainable_property_sr=1&from=searchresults,144.96554509,640,AUD,"1 night, 1 adult",Includes taxes and charges,One Bedroom Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•43m²,8.2,Very,1405,"Melbourne CBD, Melbourne",Punthill Apartment Hotel - Flinders Lane
"Corner Southgate Avenue & Riverside Quay, Southbank, 3006 Melbourne, Australia",Mercure Melbourne Southbank,https://cf.bstatic.com/xdata/images/hotel/square600/576375421.webp?k=7e57f04ed9449c82c22350706213ae2dfd2a339cd940fb8359d6e17539758e0e&o=,"Newly refurbished Mercure Melbourne Southbank is ideally located just 601m from Southbank Promenade on the Yarra River, a 10 min walk to the popular Bourke Street Mall, 15 minutes' walk from Crown Casino, and only 350m from Flinders Street Station. Each of the 275 rooms are fitted with a generous bed, kitchenette, TV, Wi-Fi, safety box, ironing equipment and air conditioning. The hotel has a guest laundry, luggage storage, 24-hour front desk, a self-check-in desk and spacious meeting and event spaces. The restaurant serves buffet breakfast and offers an all-day menu available for in-room orders. Fixed-price parking is available at Wilson Eureka Carpark, where guests can present their entry ticket to reception upon arrival. Parking space - subject to availability.",-37.821162536496516,https://www.booking.com/hotel/au/travelodge-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=91&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=3795724_95161829_2_2_0&highlighted_blocks=3795724_95161829_2_2_0&matching_block_id=3795724_95161829_2_2_0&sr_pri_blocks=3795724_95161829_2_2_0__36000&from_sustainable_property_sr=1&from=searchresults,144.96508440699768,360,AUD,"1 night, 1 adult",Includes taxes and charges,Superior Queen Room,1 large double bed,7.8,Good,4576,"Southbank, Melbourne",Mercure Melbourne Southbank
"7 Caravel Lane, Docklands, 3008 Melbourne, Australia",ACD Apartments,https://cf.bstatic.com/xdata/images/hotel/square600/34678367.webp?k=c51214197bcb2c68ce4ad97da908f2fdb22f15f49c56767fd519d60504632fba&o=,"Just 2 minutes’ walk from Docklands, ACD Apartments offer self-contained accommodation with a balcony, a well-equipped kitchenette and cable TV. A free tram service is available at the front of the property. Guests can hire a car from the property.

ACD Apartments are just 800 metres from Etihad Stadium and 3 km from central Melbourne. It is 4.5 km from Southern Cross Station. Melbourne International Airport is a 30-minute drive away.

All air-conditioned apartments include a lounge area offering a DVD player and a flat-screen TV. Each of the kitchenettes offers an oven, a dishwasher and a stove.

All guests have access to an outdoor swimming pool and a fitness centre. Upon check-in, guests are escorted to their apartment by ACD staff, and an after-hours check-in service is available.",-37.81403047,https://www.booking.com/hotel/au/acd-apartments.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=92&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=45943806_369505603_2_0_0&highlighted_blocks=45943806_369505603_2_0_0&matching_block_id=45943806_369505603_2_0_0&sr_pri_blocks=45943806_369505603_2_0_0__39900&from_sustainable_property_sr=1&from=searchresults,144.94014591,399,AUD,"1 night, 1 adult",Includes taxes and charges,Executive One-Bedroom Apartment,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•45m²,8.1,Very,535,"Docklands, Melbourne",ACD Apartments
"161 Flinders Lane, 3000 Melbourne, Australia",Flinders Landing Apartments,https://cf.bstatic.com/xdata/images/hotel/square600/20036389.webp?k=f183eb2642d759c7461f3f5deb670112db3967954619756bb6db6b54bc86f60d&o=,"Located in the heart of Melbourne CBD, Flinders Landing Apartments offers self-contained apartments 100 metres from Flinders Street’s popular bars and restaurants. All apartments feature spacious living areas, an LCD TV and a stereo system.

Flinders Landing Apartments is just 3 minutes’ walk from Federation Square and 8 minutes’ walk from Flinders Street Station. It is a 5-minute drive from Crown Casino. The Arts Centre and Yarra River are each 15 minutes’ walk away.

All apartments are equipped with kitchen and laundry facilities. Some apartments feature 2 bathrooms. The hotel offers a babysitting service, dry cleaning and luggage storage.

There are restaurants nearby which provide the option of adding meal costs to your hotel bill. The hotel also offers a shopping service from which you can order items to be supplied upon your arrival.",-37.815906781202266,https://www.booking.com/hotel/au/flinders-landing-apartments.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=39098905_356459732_4_0_0&highlighted_blocks=39098905_356459732_4_0_0&matching_block_id=39098905_356459732_4_0_0&sr_pri_blocks=39098905_356459732_4_0_0__71928&from_sustainable_property_sr=1&from=searchresults,144.96905140578747,719,AUD,"1 night, 1 adult",Includes taxes and charges,"Two-Bedroom, Two-Bathroom Penthouse Apartment",Multiple bed types,7.9,Good,3134,"Melbourne CBD, Melbourne",Flinders Landing Apartments
"189 Queen Street, 3000 Melbourne, Australia",Adina Apartment Hotel Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/404869441.webp?k=5c4f74ba2d1235e1172924dfc43f6f18566c0dc2246e14ebe5d605efe89e244b&o=,"Located in Melbourne CBD, Adina Apartment Hotel offers modern self-contained apartments. It features a swimming pool and a fitness centre. Guests receive unlimited wifi during their stay.

All air-conditioned apartments feature Italian furniture and large windows with natural light. Each apartment includes a kitchenette or a full kitchen and spacious seating areas.

Adina Apartment Hotel Melbourne is just 5 minutes’ walk from Bourke Street Mall. The Old Melbourne Gaol (Jail) and the National Gallery of Victoria are each a 15-minute walk away.

The tour desk can recommend local attractions and help guests with travel arrangements.

There are a number of cafes, bars and restaurants within 2 minutes walk.",-37.81424448,https://www.booking.com/hotel/au/medina-grand-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=94&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=3796801_95161866_0_0_0&highlighted_blocks=3796801_95161866_0_0_0&matching_block_id=3796801_95161866_0_0_0&sr_pri_blocks=3796801_95161866_0_0_0__35615&from_sustainable_property_sr=1&from=searchresults,144.96017195,356,AUD,"1 night, 1 adult",Includes taxes and charges,Studio,Entire studio•1 bathroom•20m²,8.2,Very,1660,"Melbourne CBD, Melbourne",Adina Apartment Hotel Melbourne
"131-135 Bourke Street, 3000 Melbourne, Australia",Citadines on Bourke Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/29196852.webp?k=5a5eaca4a6256fa7451ba101ec54b55c4699ef51ff5cfbd9499f68f1cba726c4&o=,"Offering modern apartments in the heart of Melbourne CBD, this award-winning 4.5-star property is only 200 metres from Chinatown. Guests enjoy free in-room WiFi, an indoor swimming pool, a sauna and a fitness centre.

Citadines On Bourke is a 20-minute walk from the Melbourne Cricket Ground (MCG) and Rod Laver Arena. Flinders Street Station is just 850 metres away.

Each air-conditioned apartment includes an LCD TV. Your open-plan living space features a kitchenette with a dishwasher, a microwave and a refrigerator. Slippers, dental kits and shaving supplies are available upon request.

Reception is open 24 hours, and the staff can arrange tours and other activities. The lobby offers a range of maps and magazines, including some in Chinese.

Private on-site parking is available, subject to availability upon arrival. There is a tram stop within 5 minutes’ walk of Citadines On Bourke Melbourne, with regular free trams around the city centre.

Staff can assist guests in English.",-37.81255862,https://www.booking.com/hotel/au/citadines-melbourne-on-bourke.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=95&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=17674401_88833552_2_0_0_269685&highlighted_blocks=17674401_88833552_2_0_0_269685&matching_block_id=17674401_88833552_2_0_0_269685&sr_pri_blocks=17674401_88833552_2_0_0_269685_35700&from_sustainable_property_sr=1&from=searchresults,144.96931686,357,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe Studio Apartment,Entire studio•1 bathroom•34m²,8.5,Very,7444,"Melbourne CBD, Melbourne",Citadines on Bourke Melbourne
"550 Flinders Street, 3000 Melbourne, Australia",Brady Apartment Hotel Flinders Street,https://cf.bstatic.com/xdata/images/hotel/square600/391557746.webp?k=376c8f7b9c8f2d322c30ad2e58f396eee37d16cc84a8112725bf8d209f5d7ea0&o=,"Located in the heart of Melbourne CBD, Brady Apartment Hotel Flinders Street features leisure facilities which boast panoramic city views, including an indoor heated pool, spa, sauna and expansive fitness centre. Guests receive free unlimited high-speed WiFi.

Brady Apartment Hotel Flinders Street is located a short walk from the Melbourne Aquarium and the Melbourne Convention & Exhibition Centre, while Crown Entertainment Complex and Southbank Promenade are less than 15 minutes’ walk away. Both Flinders Street and Southern Cross Train Stations are within a 10-minute walk from the property.

The rooms all offer individually controlled heating/cooling, a 49-inch Smart TV, modern furnishings and kitchenette or kitchen facilities. The One and Two-Bedroom Apartments feature balconies and full laundry and drying facilities in the room.

The hotel is located close to a range of local restaurants, bars and cafes making it easily accessible for guests to experience the best of Melbourne’s world renowned food culture.",-37.82059471,https://www.booking.com/hotel/au/brandy-hotels-flinders-street.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=96&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=3795309_369404516_0_0_0_547855&highlighted_blocks=3795309_369404516_0_0_0_547855&matching_block_id=3795309_369404516_0_0_0_547855&sr_pri_blocks=3795309_369404516_0_0_0_547855_33750&from_sustainable_property_sr=1&from=searchresults,144.95602995,338,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•32m²,8.4,Very,2902,"Melbourne CBD, Melbourne",Brady Apartment Hotel Flinders Street
"182 Collins Street, 3000 Melbourne, Australia",Hotel Collins,https://cf.bstatic.com/xdata/images/hotel/square600/292951410.webp?k=896fe9a1847d09eac12c74d02c3dd271ff83f0ed2784f34e13d27039e2cfa923&o=,"Located in the ‘Paris end’ of Collins St Melbourne, and nestled between luxury boutiques, institutional restaurants / bars and iconic sites of Melbourne, Hotel Collins is right in the very heart of the city’s thriving business and entertainment district, and will provide you with endless possibilities right on your door-step.

Hotel Collins is located just 275-meters from Federation Square and 366-meters from Bourke Street Mall. It is across the road from the Regent Theatre, and less than 10-minutes' walk from Etihad Stadium and Melbourne Convention Center, and a 24-minute walk to the Melbourne Cricket Ground. Melbourne Airport is a 22-minute drive away.

Decorated with contemporary furnishings, these air-conditioned apartments offer a flat-screen TV, self contained kitchenette, and complimentary high-speed WiFi and guest laundry. There is a separate dining area and dining table. Featuring a shower, the private bathroom also has a hairdryer and free toiletries.

This is our guests' favorite part of Melbourne, according to independent reviews.

Families in particular like the location – they rated it 9.4 for a stay with kids.",-37.81479800,https://www.booking.com/hotel/au/adara-collins.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=97&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=102767702_100544408_2_0_0&highlighted_blocks=102767702_100544408_2_0_0&matching_block_id=102767702_100544408_2_0_0&sr_pri_blocks=102767702_100544408_2_0_0__39900&from_sustainable_property_sr=1&from=searchresults,144.96745100,399,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•38m²,8.2,Very,3570,"Melbourne CBD, Melbourne",Hotel Collins
"750 Bourke Street Docklands, Docklands, 3008 Melbourne, Australia",Quest Docklands,https://cf.bstatic.com/xdata/images/hotel/square600/95033948.webp?k=ed843f8317b20b62493e93e15b72b65292f40a39aea8abbda0814284c9e55bd1&o=,"Quest Docklands offers stylish serviced apartments in Central Melbourne, just 5 minutes’ walk from the waterfront. You can stay connected in the well-equipped business centre or work up a sweat in the fitness centre.

Quest Docklands is located next door to Etihad Stadium and is 15 minutes’ walk from the vibrant restaurants, bars, and cafes of Southbank Promenade. Melbourne Airport is 20 minutes’ drive away.

These refurbished apartments are air-conditioned and offer an LCD TV with cable channels. Laundry and kitchen facilities are provided for your comfort. You can enjoy views over the city, and some apartments include a balcony.

This aparthotel offers in-room dining options as well as charge-back facilities at 10 local restaurants. On-site parking and WiFi are available for an additional charge.",-37.81836505,https://www.booking.com/hotel/au/quest-docklands-apartment.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=98&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=150837901_362381064_0_0_0&highlighted_blocks=150837901_362381064_0_0_0&matching_block_id=150837901_362381064_0_0_0&sr_pri_blocks=150837901_362381064_0_0_0__41670&from_sustainable_property_sr=1&from=searchresults,144.94805920,417,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•26m²,8.7,Fabulous,2178,"Docklands, Melbourne",Quest Docklands
"133 City Road, Southbank, 3006 Melbourne, Australia",Imagine Southbank,https://cf.bstatic.com/xdata/images/hotel/square600/465168177.webp?k=fc85c61b14034633e5423ef1bc3cb63a14b3b3c40ba8464c042cd8c9d696da60&o=,"Ideally located in the centre of Melbourne, Imagine Southbank is within 300 metres of Eureka Tower and 500 metres of Southbank Promenade. Featuring a fitness centre, the 4-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. Private parking is available on site.

All guest rooms come with a fridge, dishwasher, a kettle, a shower, free toiletries and a wardrobe. Rooms are fitted with a flat-screen TV, and some units at the hotel have a balcony. At Imagine Southbank the rooms are equipped with bed linen and towels.

The accommodation offers an indoor pool.

Popular points of interest near Imagine Southbank include National Gallery of Victoria, Crown Casino Melbourne and Arts Centre Melbourne. Essendon Fields Airport is 12 km from the property.",-37.82327900,https://www.booking.com/hotel/au/imagine-wrap.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=99&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=881032301_357316804_0_0_0&highlighted_blocks=881032301_357316804_0_0_0&matching_block_id=881032301_357316804_0_0_0&sr_pri_blocks=881032301_357316804_0_0_0__30305&from_sustainable_property_sr=1&from=searchresults,144.96351900,303,AUD,"1 night, 1 adult",Includes taxes and charges,Studio,Entire studio•1 bathroom•1 kitchen•40m²,7.6,Good,1108,"Southbank, Melbourne",Imagine Southbank
"221 Rosslyn Street, West Melbourne, 3003 Melbourne, Australia",Melbourne City Apartment Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/369424416.webp?k=6ba7e2d4873e37e448e3e64d28074e7be224b212fb5dce5d06e8c819196c2a80&o=,"Melbourne City Apartment Hotel is ideally situated in the centre of Melbourne, and features an outdoor swimming pool, free WiFi and a garden. This 4-star hotel offers barbecue facilities. Private parking is available on site.

The hotel will provide guests with air-conditioned rooms offering a desk, a coffee machine, a fridge, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a shower. Every room comes with a kettle, while some rooms are fitted with a kitchen with an oven and a stovetop. At Melbourne City Apartment Hotel the rooms include bed linen and towels.

Popular points of interest near the accommodation include Southern Cross Station, Marvel Stadium and Melbourne City Conference Centre. Essendon Fields Airport is 10 km from the property.",-37.80984,https://www.booking.com/hotel/au/adina-apartment-west-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=636320912_249223252_0_0_0&highlighted_blocks=636320912_249223252_0_0_0&matching_block_id=636320912_249223252_0_0_0&sr_pri_blocks=636320912_249223252_0_0_0__36120&from_sustainable_property_sr=1&from=searchresults,144.948945,361,AUD,"1 night, 1 adult",Includes taxes and charges,Queen Studio,Entire studio•1 bathroom•30m²,9.0,Superb,2373,"West Melbourne, Melbourne",Melbourne City Apartment Hotel
